Year,Month,Bank,State,City,Effective_Days,ATM_Type,ATM_ID,Quarter,Fin_Txn,Non_Fin_Txn,Monthly_Txn,Monthly_Revenue,MHA_Revenue,ATM_Revenue_Total,Rent,Electricity_Bill,ATM_AMC,UPS_AMC,VSAT_AMC,Spare_Rep_SLM,Spare_Rep_AC,Spare_Rep_UPS,Compensation,Penalty,ATM_Housekeeping,Security,Insurance,Total_Cost,Gross_Profit,Gross_Profit_Percent,Txn_Range_Current,Txn_Range_Previous,Txn_Range_Previous_2,Margin_Status,Revenue_Performance,Uptime,Profit_Category
2023,Jul,SBI,Jharkhand,Jamshedpur,26,Offsite,SBIJJ061957,Q3,1976,994.91,2970.91,34614.57,6922.91,41537.48,13985,5941.83,3818,2616,2503,2443,1687,681,1445,1201,1863,3296,578,42057.83,83595.31,201.25,Medium,Medium,Low,Below 0%,Poor,96.35,Loss
2023,Nov,SBI,Jharkhand,Bokaro,28,Offsite,SBIJB207056,Q4,2934,1814.96,4748.96,53084.8,10616.96,63701.76,15934,9497.92,6783,2657,1928,2000,750,646,1126,1403,2452,4052,938,50166.92,113868.68,178.75,Medium,Medium,High,Above 0%,Poor,94.36,High Profit
2024,Nov,SBI,Jharkhand,Deoghar,29,Brown Label,SBIJD161933,Q4,2827,1191.12,4018.12,48360.59,9672.12,58032.7,24447,8036.23,6563,2417,2858,847,1517,829,1097,1288,1286,2620,1053,54858.23,112890.94,194.53,Medium,Medium,Medium,Above 0%,Poor,94.72,Low Profit
2023,Jan,SBI,Jharkhand,Deoghar,27,Brown Label,SBIJD305617,Q1,3511,1174.08,4685.08,58535.38,11707.08,70242.45,26854,9370.15,4672,1493,2392,733,1953,344,1431,1176,1229,2273,1437,55357.15,125599.6,178.81,Medium,Medium,Low,Above 0%,Poor,91.15,High Profit
2023,Mar,SBI,Jharkhand,Ranchi,30,Offsite,SBIJR283077,Q1,2034,829.78,2863.78,34658.88,6931.78,41590.65,16761,5727.55,5216,1056,2259,748,294,1372,1128,1259,1577,2897,1356,41650.55,83241.2,200.14,Medium,Medium,Low,Below 0%,Poor,98.34,Loss
2024,Jul,SBI,Jharkhand,Jamshedpur,26,Brown Label,SBIJJ138712,Q3,4030,2235.66,6265.66,71628.31,14325.66,85953.98,23686,12531.33,5935,1835,2151,1441,801,208,1392,1063,2019,3143,1191,57396.33,143350.3,166.78,High,Low,Low,Above 0%,Poor,93.59,High Profit
2023,Aug,SBI,Jharkhand,Dhanbad,30,Brown Label,SBIJD033190,Q3,625,434.02,1059.02,11545.09,2309.02,13854.1,19578,2118.03,5309,1730,1779,1032,934,308,1332,1015,1331,2470,527,39463.03,53317.14,384.85,Low,Medium,Medium,Below 0%,Poor,92.78,Loss
2024,Aug,SBI,Jharkhand,Jamshedpur,30,Offsite,SBIJJ084368,Q3,1402,581.66,1983.66,23938.3,4787.66,28725.96,18201,3967.32,6120,2426,1257,2534,1968,595,1877,1387,1197,4029,1406,46964.32,75690.28,263.49,Low,High,Low,Below 0%,Poor,97.48,Loss
2024,May,SBI,Jharkhand,Jamshedpur,25,Offsite,SBIJJ169455,Q2,1291,780.14,2071.14,23265.7,4653.14,27918.84,24619,4142.28,5833,1880,2009,1750,1594,1059,1334,1318,2471,3204,995,52208.28,80127.12,287.0,Medium,High,High,Below 0%,Poor,96.16,Loss
2023,Feb,SBI,Jharkhand,Jamshedpur,26,Offsite,SBIJJ122096,Q1,1422,541.24,1963.24,24036.19,4807.24,28843.42,15763,3926.47,4069,2694,2921,1669,811,430,1040,1272,1848,3201,823,40467.47,69310.9,240.3,Low,Low,High,Below 0%,Poor,94.97,Loss
2024,Aug,SBI,Jharkhand,Deoghar,26,Offsite,SBIJD015506,Q3,4701,1619.96,6320.96,78614.81,15722.96,94337.78,25813,12641.93,4990,2074,1299,980,1633,1306,1931,1323,1365,3327,940,59622.93,153960.7,163.2,High,Low,High,Above 0%,Poor,91.88,High Profit
2023,Jun,SBI,Jharkhand,Jamshedpur,30,Offsite,SBIJJ087784,Q2,1604,1006.87,2610.87,29094.35,5818.87,34913.21,15752,5221.74,4594,1972,1087,1928,795,260,1828,1142,2592,2986,885,41042.74,75955.95,217.56,Medium,Medium,Medium,Below 0%,Poor,92.6,Loss
2023,Sep,SBI,Jharkhand,Deoghar,25,Offsite,SBIJD202784,Q3,1390,609.8,1999.8,23898.99,4779.8,28678.79,17344,3999.6,4796,1692,1007,1766,665,1488,1225,1095,2237,4259,905,42478.6,71157.39,248.12,Low,High,Medium,Below 0%,Poor,98.08,Loss
2023,Oct,SBI,Jharkhand,Bokaro,29,Brown Label,SBIJB114615,Q4,4316,2537.11,6853.11,77425.53,15485.11,92910.64,28619,13706.21,4106,1422,2730,1953,311,1473,1245,1469,1377,2080,561,61052.21,153962.85,165.71,High,High,Low,Above 0%,Poor,90.36,High Profit
2023,Mar,SBI,Jharkhand,Bokaro,29,Onsite,SBIJB207704,Q1,1574,956.93,2530.93,28394.67,5678.93,34073.61,22552,5061.87,5715,1200,2758,717,1918,1212,1000,1161,2878,2412,1387,49971.87,84045.48,246.66,Medium,High,Low,Below 0%,Poor,93.92,Loss
2023,Oct,SBI,Jharkhand,Bokaro,28,Brown Label,SBIJB060366,Q4,1348,894.77,2242.77,24693.84,4938.77,29632.61,17987,4485.54,3306,2055,1716,674,881,1249,1013,1297,1208,4958,1458,42287.54,71920.15,242.71,Medium,Medium,High,Below 0%,Poor,93.65,Loss
2024,May,SBI,Jharkhand,Hazaribagh,28,Brown Label,SBIJH095715,Q2,4483,1685.91,6168.91,75674.55,15134.91,90809.46,29251,12337.82,6587,1569,1652,1855,332,965,1464,1262,1700,4992,977,64943.82,155753.28,171.52,High,Medium,High,Above 0%,Poor,96.52,High Profit
2023,Dec,SBI,Jharkhand,Dhanbad,28,Brown Label,SBIJD290007,Q4,4409,2654.09,7063.09,79405.44,15881.09,95286.52,16938,14126.17,4821,1135,1671,1350,1444,1317,1620,1306,1067,2615,756,50166.17,145452.7,152.65,High,High,Medium,Above 0%,Poor,96.92,High Profit
2024,Sep,SBI,Jharkhand,Hazaribagh,29,Brown Label,SBIJH153723,Q3,2379,1299.9,3678.9,42184.5,8436.9,50621.4,12919,7357.8,3757,1757,2218,1655,409,1016,1541,1356,2413,2602,897,39897.8,90519.21,178.82,Medium,Low,High,Above 0%,Poor,97.33,High Profit
2023,Sep,SBI,Jharkhand,Dhanbad,25,Brown Label,SBIJD290165,Q3,2457,1220.55,3677.55,42957.74,8591.55,51549.29,26556,7355.1,5364,1067,2523,1251,1554,749,1301,1058,1228,4586,780,55372.1,106921.38,207.42,Medium,High,Low,Below 0%,Poor,99.46,Loss
2023,Oct,SBI,Jharkhand,Jamshedpur,25,Onsite,SBIJJ219663,Q4,2067,793.07,2860.07,34970.35,6994.07,41964.42,27772,5720.14,6445,1300,2590,764,1141,465,1286,1019,2446,4482,1136,56566.14,98530.56,234.8,Medium,Medium,Medium,Below 0%,Poor,99.2,Loss
2023,Aug,SBI,Jharkhand,Deoghar,26,Brown Label,SBIJD225409,Q3,2407,1526.73,3933.73,43738.63,8747.73,52486.36,15405,7867.45,4334,2683,2017,1973,611,1331,1047,1156,2316,3264,844,44848.45,97334.81,185.45,Medium,Medium,High,Above 0%,Poor,97.61,Low Profit
2024,Jun,SBI,Jharkhand,Ranchi,25,Offsite,SBIJR057268,Q2,767,504.56,1271.56,14027.78,2805.56,16833.34,29089,2543.11,6800,2723,1952,2071,580,1112,1550,1445,1937,3659,1208,56669.11,73502.45,436.65,Low,Low,High,Below 0%,Poor,95.06,Loss
2023,Jan,SBI,Jharkhand,Deoghar,28,Brown Label,SBIJD287751,Q1,1294,773.36,2067.36,23276.79,4655.36,27932.15,28895,4134.72,5026,2574,1563,1292,461,523,1663,1349,2627,3579,852,54538.72,82470.86,295.25,Medium,Low,Medium,Below 0%,Poor,98.33,Loss
2024,Jun,SBI,Jharkhand,Hazaribagh,26,Offsite,SBIJH174175,Q2,2938,1464.88,4402.88,51394.42,10278.88,61673.3,15205,8805.77,6374,2186,1761,1720,1277,611,1494,1247,1329,4073,926,47008.77,108682.07,176.22,Medium,Medium,High,Above 0%,Poor,95.3,High Profit
2023,Oct,SBI,Jharkhand,Ranchi,27,Offsite,SBIJR192291,Q4,1263,481.37,1744.37,21351.83,4270.37,25622.19,21851,3488.73,6754,2630,1480,1992,1735,655,1518,1235,2466,2678,1020,49502.73,75124.93,293.2,Low,Medium,High,Below 0%,Poor,92.21,Loss
2024,Jun,SBI,Jharkhand,Hazaribagh,29,Offsite,SBIJH286070,Q2,703,400.66,1103.66,12548.29,2509.66,15057.95,27966,2207.32,4872,1248,1500,676,1653,1103,1619,1406,2673,4633,796,52352.32,67410.27,447.67,Low,Medium,Low,Below 0%,Poor,99.55,Loss
2023,Apr,SBI,Jharkhand,Bokaro,28,Offsite,SBIJB177011,Q2,2493,1483.24,3976.24,44811.19,8962.24,53773.43,13924,7952.48,4865,1238,2979,2915,1006,1431,1006,1198,1823,4398,1408,46143.48,99916.9,185.81,Medium,Low,High,Above 0%,Poor,90.55,Low Profit
2023,Mar,SBI,Jharkhand,Hazaribagh,25,Offsite,SBIJH152316,Q1,610,203.98,813.98,10169.88,2033.98,12203.85,20751,1627.95,6950,1221,1600,1493,1164,267,1791,1151,1537,4427,751,44730.95,56934.8,466.53,Low,Medium,High,Below 0%,Poor,97.18,Loss
2023,Nov,SBI,Jharkhand,Hazaribagh,26,Brown Label,SBIJH149138,Q4,4548,3012.35,7560.35,83281.77,16656.35,99938.13,29654,15120.71,5613,1539,2608,2372,508,1260,1062,1260,2363,3285,871,67515.71,167453.83,167.56,High,Medium,Low,Above 0%,Poor,92.23,High Profit
2024,Dec,SBI,Jharkhand,Ranchi,25,Offsite,SBIJR084475,Q4,2778,1241.62,4019.62,47878.09,9575.62,57453.71,19796,8039.24,4987,1885,1312,1476,575,920,1518,1095,1854,4325,920,48702.24,106155.94,184.77,Medium,High,Medium,Above 0%,Poor,97.61,Low Profit
2023,Mar,SBI,Jharkhand,Hazaribagh,27,Offsite,SBIJH245961,Q1,514,233.83,747.83,8879.15,1775.83,10654.98,24177,1495.66,4841,2444,2274,2240,267,661,1818,1279,1366,3033,1209,47104.66,57759.64,542.09,Low,Medium,Low,Below 0%,Poor,97.64,Loss
2023,Feb,SBI,Jharkhand,Ranchi,29,Offsite,SBIJR062457,Q1,2029,985.66,3014.66,35363.31,7072.66,42435.97,12216,6029.32,5920,2561,2569,683,243,573,1924,1317,2228,3500,989,40752.32,83188.29,196.03,Medium,High,High,Above 0%,Poor,90.79,Low Profit
2024,May,SBI,Jharkhand,Bokaro,25,Onsite,SBIJB039690,Q2,1241,378.88,1619.88,20509.38,4101.88,24611.26,23412,3239.75,6323,1127,2825,2253,1859,528,1805,1206,2650,4370,556,52153.75,76765.01,311.91,Low,Medium,Medium,Below 0%,Poor,99.77,Loss
2023,Sep,SBI,Jharkhand,Jamshedpur,30,Brown Label,SBIJJ016573,Q3,1054,462.87,1516.87,18124.36,3624.87,21749.23,24096,3033.74,5340,1337,1561,2104,1985,761,1282,1099,2337,4075,616,49626.74,71375.97,328.18,Low,High,Medium,Below 0%,Poor,98.58,Loss
2024,Dec,SBI,Jharkhand,Jamshedpur,27,Onsite,SBIJJ278426,Q4,1032,517.89,1549.89,18069.43,3613.89,21683.32,21046,3099.77,4867,2990,2527,1724,1053,1112,1663,1055,2124,3353,1026,47639.77,69323.09,319.71,Low,Medium,High,Below 0%,Poor,92.64,Loss
2024,Apr,SBI,Jharkhand,Hazaribagh,30,Onsite,SBIJH149837,Q2,786,292.72,1078.72,13253.6,2650.72,15904.32,21330,2157.44,6759,2467,1423,1296,1303,1093,1435,1385,1791,3879,928,47246.44,63150.76,397.07,Low,Medium,High,Below 0%,Poor,91.17,Loss
2024,Jan,SBI,Jharkhand,Hazaribagh,28,Offsite,SBIJH278641,Q1,3862,2069.47,5931.47,68277.35,13655.47,81932.82,26790,11862.94,4665,2268,2402,1086,1212,258,1261,1392,2319,4588,1144,61247.94,143180.75,174.75,High,Medium,High,Above 0%,Poor,94.1,High Profit
2024,Oct,SBI,Jharkhand,Deoghar,29,Brown Label,SBIJD045323,Q4,588,214.52,802.52,9892.62,1978.52,11871.14,24635,1605.05,5338,2517,1893,2276,1710,756,1548,1060,2917,4039,574,50868.05,62739.19,528.5,Low,High,Low,Below 0%,Poor,95.63,Loss
2023,Nov,SBI,Jharkhand,Ranchi,29,Onsite,SBIJR283158,Q4,4953,2825.51,7778.51,88422.54,17684.51,106107.05,15748,15557.02,3542,1754,2482,2895,1041,337,1563,1497,1602,2502,1236,51756.02,157863.07,148.78,High,High,High,Above 0%,Poor,97.92,High Profit
2024,Mar,SBI,Jharkhand,Ranchi,27,Onsite,SBIJR139610,Q1,2644,1809.19,4453.19,48705.96,9741.19,58447.16,22375,8906.39,6776,1435,2700,889,447,434,1574,1186,2814,4526,1221,55283.39,113730.54,194.59,Medium,High,Medium,Above 0%,Poor,97.69,Low Profit
2023,Jan,SBI,Jharkhand,Bokaro,30,Onsite,SBIJB104300,Q1,1141,382.95,1523.95,19029.77,3805.95,22835.73,21079,3047.91,6393,2173,2307,2961,788,875,1629,1363,1791,3555,971,48932.91,71768.63,314.28,Low,Low,Low,Below 0%,Poor,92.64,Loss
2024,Jan,SBI,Jharkhand,Dhanbad,25,Onsite,SBIJD215294,Q1,1439,921.03,2360.03,26190.13,5238.03,31428.16,29456,4720.05,5805,2110,1678,2738,1995,660,1926,1362,2873,2129,1087,58539.05,89967.21,286.26,Medium,Medium,High,Below 0%,Poor,95.07,Loss
2024,Jul,SBI,Jharkhand,Deoghar,28,Onsite,SBIJD228161,Q3,2093,1336.12,3429.12,38075.59,7615.12,45690.7,24007,6858.23,6298,1913,2793,1116,1003,301,1121,1467,2009,2462,950,52298.23,97988.94,214.46,Medium,Medium,Low,Below 0%,Poor,93.27,Loss
2024,Jan,SBI,Jharkhand,Dhanbad,28,Onsite,SBIJD093411,Q1,4112,1887.16,5999.16,71115.8,14223.16,85338.95,26251,11998.32,4787,2533,2560,2021,876,416,1840,1042,2507,3016,984,60831.32,146170.27,171.28,High,Low,Low,Above 0%,Poor,95.37,High Profit
2023,Sep,SBI,Jharkhand,Jamshedpur,28,Brown Label,SBIJJ294779,Q3,568,360.28,928.28,10321.38,2064.28,12385.66,27451,1856.55,3846,1328,1638,1806,1451,1442,1931,1102,2949,2900,798,50498.55,62884.21,507.72,Low,Low,Low,Below 0%,Poor,94.74,Loss
2024,Jun,SBI,Jharkhand,Hazaribagh,29,Brown Label,SBIJH249072,Q2,1467,782.92,2249.92,25919.6,5183.92,31103.52,22332,4499.84,6092,2794,2468,580,1170,510,1156,1420,2186,2218,559,47984.84,79088.36,254.27,Medium,Medium,High,Below 0%,Poor,91.34,Loss
2024,Jan,SBI,Jharkhand,Jamshedpur,30,Brown Label,SBIJJ257177,Q1,2409,1291.53,3700.53,42592.67,8518.53,51111.21,23358,7401.07,3229,1220,1347,2453,982,1211,1266,1419,1783,2619,630,48918.07,100029.27,195.71,Medium,Low,High,Above 0%,Poor,95.82,Low Profit
2023,Sep,SBI,Jharkhand,Ranchi,26,Offsite,SBIJR239101,Q3,4864,1536.89,6400.89,80644.43,16128.89,96773.32,18327,12801.77,5343,2635,1144,2732,808,768,1756,1035,2079,2053,750,52231.77,149005.09,153.97,High,Low,Low,Above 0%,Poor,92.31,High Profit
2024,Dec,SBI,Jharkhand,Dhanbad,25,Brown Label,SBIJD036588,Q4,2767,996.2,3763.2,46486.01,9297.2,55783.21,28435,7526.4,6585,2868,2267,2964,613,1400,1552,1138,1321,4071,644,61384.4,117167.61,210.04,Medium,Low,High,Below 0%,Poor,98.03,Loss
2023,Aug,SBI,Jharkhand,Bokaro,26,Brown Label,SBIJB260321,Q3,1395,493.05,1888.05,23390.27,4678.05,28068.33,14579,3776.11,5573,1884,1216,2379,383,1196,1106,1467,1184,3184,1291,39218.11,67286.44,239.72,Low,High,Low,Below 0%,Poor,91.23,Loss
2024,Jun,SBI,Jharkhand,Dhanbad,28,Brown Label,SBIJD308674,Q2,3464,1074.22,4538.22,57331.1,11466.22,68797.32,25749,9076.44,6228,1451,1544,1772,1996,628,1003,1412,1147,4001,1197,57204.44,126001.77,183.15,Medium,High,Medium,Above 0%,Poor,97.63,Low Profit
2024,Sep,SBI,Jharkhand,Deoghar,30,Offsite,SBIJD106307,Q3,842,429.87,1271.87,14779.35,2955.87,17735.22,17872,2543.74,3461,2672,1178,2654,927,239,1196,1039,2976,3623,708,41088.74,58823.96,331.68,Low,High,High,Below 0%,Poor,93.65,Loss
2023,Nov,SBI,Jharkhand,Dhanbad,26,Offsite,SBIJD264675,Q4,4283,1668.85,5951.85,72589.24,14517.85,87107.09,25888,11903.7,4503,1070,1190,1957,884,1037,1817,1335,2980,3508,1469,59541.7,146648.79,168.35,High,High,High,Above 0%,Poor,98.02,High Profit
2024,Sep,SBI,Jharkhand,Dhanbad,27,Offsite,SBIJD047935,Q3,2537,1339.07,3876.07,44750.34,8950.07,53700.41,18418,7752.14,6169,2581,2029,1175,323,1205,1769,1184,2352,3910,1423,50290.14,103990.54,193.65,Medium,Medium,Medium,Above 0%,Poor,97.06,Low Profit
2024,Apr,SBI,Jharkhand,Deoghar,30,Onsite,SBIJD057638,Q2,3236,1855.66,5091.66,57818.28,11563.66,69381.93,28724,10183.31,6665,1284,1574,502,900,683,1534,1012,2569,4012,790,60432.31,129814.25,187.1,High,High,High,Above 0%,Poor,97.75,Low Profit
2023,Jan,SBI,Jharkhand,Hazaribagh,27,Onsite,SBIJH157474,Q1,2625,1782.39,4407.39,48286.93,9657.39,57944.31,26212,8814.77,4727,1553,2155,1822,1885,619,1619,1403,1222,2064,1168,55263.77,113208.08,195.37,Medium,High,High,Above 0%,Poor,97.66,Low Profit
2023,Feb,SBI,Jharkhand,Jamshedpur,28,Onsite,SBIJJ070193,Q1,862,597.09,1459.09,15915.45,3183.09,19098.54,16477,2918.18,5674,2904,1947,2465,1467,731,1116,1103,2420,3898,1472,44592.18,63690.72,333.48,Low,Low,Medium,Below 0%,Poor,98.08,Loss
2023,Mar,SBI,Jharkhand,Dhanbad,26,Brown Label,SBIJD056226,Q1,1248,850.84,2098.84,22974.21,4594.84,27569.05,17737,4197.68,3433,1221,2181,1952,1172,484,1202,1124,1577,3257,1311,40848.68,68417.73,248.17,Medium,Low,Medium,Below 0%,Poor,91.57,Loss
2024,Jan,SBI,Jharkhand,Hazaribagh,30,Offsite,SBIJH230699,Q1,561,342.41,903.41,10127.06,2025.41,12152.47,13967,1806.82,4538,1989,1344,1444,1203,1063,1408,1079,2259,3046,577,35723.82,47876.29,393.96,Low,Low,High,Below 0%,Poor,92.69,Loss
2023,Sep,SBI,Jharkhand,Hazaribagh,29,Offsite,SBIJH034950,Q3,4644,2705.72,7349.72,83188.6,16637.72,99826.32,24878,14699.44,3015,1534,2126,1654,1528,1411,1514,1449,2940,4081,809,61638.44,161464.76,161.75,High,High,High,Above 0%,Poor,99.07,High Profit
2024,Feb,SBI,Jharkhand,Ranchi,26,Onsite,SBIJR128754,Q1,1221,646.65,1867.65,21548.25,4309.65,25857.9,13431,3735.3,3625,1601,2479,1740,1060,253,1717,1350,1989,3332,1103,37415.3,63273.2,244.7,Low,High,Medium,Below 0%,Poor,96.87,Loss
2024,Sep,SBI,Jharkhand,Bokaro,29,Offsite,SBIJB019194,Q3,1727,792.9,2519.9,29869.51,5973.9,35843.41,13226,5039.8,3639,2425,1672,1415,495,418,1486,1269,1911,2295,1326,36616.8,72460.21,202.16,Medium,Low,Low,Below 0%,Poor,93.59,Loss
2024,Apr,SBI,Jharkhand,Jamshedpur,27,Offsite,SBIJJ222761,Q2,1134,779.27,1913.27,20906.33,4181.27,25087.6,20787,3826.53,3258,1140,2929,1684,1867,980,1511,1298,1191,3880,628,44979.53,70067.13,279.29,Low,Medium,Low,Below 0%,Poor,90.62,Loss
2023,Sep,SBI,Jharkhand,Ranchi,27,Offsite,SBIJR216465,Q3,1429,732.02,2161.02,25095.11,5019.02,30114.13,16609,4322.04,6165,2588,1187,2466,1384,599,1319,1179,1496,3544,1225,44083.04,74197.18,246.39,Medium,Medium,Medium,Below 0%,Poor,91.53,Loss
2023,Apr,SBI,Jharkhand,Hazaribagh,28,Onsite,SBIJH222156,Q2,3111,1938.98,5049.98,56359.92,11271.98,67631.9,26752,10099.97,6560,1722,1946,2103,532,897,1025,1488,2241,4443,689,60497.97,128129.87,189.45,High,Low,Low,Above 0%,Poor,99.45,Low Profit
2023,Aug,SBI,Jharkhand,Jamshedpur,25,Onsite,SBIJJ066660,Q3,1278,813.94,2091.94,23239.72,4647.94,27887.66,14904,4183.89,5207,1655,2954,876,609,922,1913,1134,1216,4071,1080,40724.89,68612.55,246.03,Medium,Medium,Low,Below 0%,Poor,94.88,Loss
2023,Mar,SBI,Jharkhand,Ranchi,26,Offsite,SBIJR138430,Q1,2229,791.35,3020.35,37391.73,7478.35,44870.07,15379,6040.69,6701,1568,2918,2777,1446,647,1236,1401,2871,4003,1137,48124.69,92994.76,207.25,Medium,Low,Low,Below 0%,Poor,94.77,Loss
2024,Jul,SBI,Jharkhand,Deoghar,25,Onsite,SBIJD175255,Q3,1448,469.34,1917.34,24066.71,4813.34,28880.05,16525,3834.68,6299,1197,2534,551,1187,367,1051,1448,1203,2499,1035,39730.68,68610.73,237.57,Low,Medium,High,Below 0%,Poor,94.08,Loss
2023,Mar,SBI,Jharkhand,Deoghar,25,Onsite,SBIJD193046,Q1,2549,1389.1,3938.1,45180.48,9036.1,54216.58,13463,7876.19,6415,1367,2457,2407,1354,1424,1712,1074,2516,4043,1252,47360.19,101576.77,187.35,Medium,High,High,Above 0%,Poor,94.03,Low Profit
2024,Oct,SBI,Jharkhand,Hazaribagh,25,Brown Label,SBIJH270496,Q4,2463,789.05,3252.05,40890.23,8178.05,49068.27,17551,6504.09,5425,1822,2832,2112,1766,1062,1092,1308,1771,2895,945,47085.09,96153.36,195.96,Medium,High,Medium,Above 0%,Poor,94.25,Low Profit
2024,Dec,SBI,Jharkhand,Deoghar,26,Brown Label,SBIJD050289,Q4,4226,1663.55,5889.55,71707.76,14341.55,86049.31,25824,11779.1,5056,1858,2239,2961,567,806,1496,1485,2853,2891,1168,60983.1,147032.41,170.87,High,High,High,Above 0%,Poor,95.0,High Profit
2023,Feb,SBI,Jharkhand,Deoghar,25,Offsite,SBIJD167922,Q1,1469,584.89,2053.89,24959.44,4991.89,29951.32,13393,4107.77,5142,1435,1534,1317,1679,1442,1444,1292,2608,4605,1342,41340.77,71292.1,238.03,Medium,Medium,High,Below 0%,Poor,97.22,Loss
2023,Mar,SBI,Jharkhand,Bokaro,27,Onsite,SBIJB094031,Q1,893,361.23,1254.23,15201.17,3040.23,18241.4,27958,2508.47,3627,2954,2476,711,337,1311,1369,1493,1055,3010,1262,50071.47,68312.87,374.49,Low,Low,Low,Below 0%,Poor,97.77,Loss
2023,Jun,SBI,Jharkhand,Jamshedpur,28,Brown Label,SBIJJ024572,Q2,3682,1240.31,4922.31,61431.57,12286.31,73717.88,28293,9844.63,3077,1299,2872,2427,1621,936,1814,1337,1499,3709,1207,59935.63,133653.51,181.3,Medium,High,Low,Above 0%,Poor,91.07,Low Profit
2024,Dec,SBI,Jharkhand,Ranchi,29,Onsite,SBIJR108844,Q4,2997,1795.91,4792.91,53934.53,10786.91,64721.44,21004,9585.81,5065,1230,1661,2080,1228,791,1564,1088,2517,4591,622,53026.81,117748.25,181.93,Medium,Low,Low,Above 0%,Poor,90.29,Low Profit
2024,Jun,SBI,Jharkhand,Dhanbad,25,Onsite,SBIJD165566,Q2,1681,631.5,2312.5,28372.5,5674.5,34047.0,24853,4625.0,3325,1891,2545,2011,1829,1495,1533,1437,1118,3352,609,50623.0,84670.0,248.69,Medium,Medium,Medium,Below 0%,Poor,98.55,Loss
2024,Nov,SBI,Jharkhand,Jamshedpur,28,Brown Label,SBIJJ051349,Q4,4646,2045.8,6691.8,79919.01,15983.8,95902.82,27783,13383.61,4445,2243,1458,1591,1584,345,1855,1124,1981,4778,1413,63983.61,159886.42,166.72,High,Low,Medium,Above 0%,Poor,92.42,High Profit
2023,Aug,SBI,Jharkhand,Bokaro,28,Offsite,SBIJB179495,Q3,4485,2265.89,6750.89,78604.47,15720.89,94325.37,12836,13501.79,5218,2908,2323,784,1089,1445,1154,1276,1057,4774,1298,49663.79,143989.15,152.65,High,High,High,Above 0%,Poor,99.44,High Profit
2024,Jun,SBI,Jharkhand,Hazaribagh,27,Onsite,SBIJH159073,Q2,585,283.03,868.03,10190.17,2038.03,12228.21,18094,1736.07,6066,1694,1771,1843,616,1024,1412,1292,2998,3137,849,42532.07,54760.28,447.82,Low,Medium,Low,Below 0%,Poor,94.67,Loss
2024,Sep,SBI,Jharkhand,Bokaro,25,Offsite,SBIJB100065,Q3,1078,529.28,1607.28,18816.42,3763.28,22579.7,13117,3214.57,4300,2960,2940,1865,1880,837,1063,1120,2958,3967,1089,41310.57,63890.27,282.95,Low,Low,High,Below 0%,Poor,96.24,Loss
2024,Jul,SBI,Jharkhand,Deoghar,29,Brown Label,SBIJD083268,Q3,4528,2716.27,7244.27,81501.36,16300.27,97801.63,27788,14488.54,3949,2383,2668,2453,1600,600,1561,1341,1709,3749,1088,65377.54,163179.18,166.85,High,Medium,High,Above 0%,Poor,91.4,High Profit
2023,Jan,SBI,Jharkhand,Bokaro,25,Offsite,SBIJB012350,Q1,1196,526.08,1722.08,20570.39,4114.08,24684.47,14327,3444.16,4665,2434,2698,1693,828,1251,1243,1211,2704,2657,1028,40183.16,64867.62,262.79,Low,Low,Medium,Below 0%,Poor,90.36,Loss
2024,May,SBI,Jharkhand,Jamshedpur,28,Onsite,SBIJJ168335,Q2,3642,2303.31,5945.31,66146.53,13229.31,79375.83,13910,11890.61,6613,1956,2562,2275,985,759,1534,1254,2005,2427,1164,49334.61,128710.44,162.15,High,High,Low,Above 0%,Poor,91.64,High Profit
2023,Dec,SBI,Jharkhand,Ranchi,27,Offsite,SBIJR144532,Q4,1906,887.14,2793.14,33025.69,6605.14,39630.83,21686,5586.28,4233,2508,1453,2614,734,1157,1121,1081,2643,3847,1050,49713.28,89344.11,225.44,Medium,Medium,Low,Below 0%,Poor,98.47,Loss
2024,Feb,SBI,Jharkhand,Jamshedpur,28,Offsite,SBIJJ141767,Q1,5832,2698.42,8530.42,100972.11,20194.42,121166.54,26799,17060.85,5833,1879,2235,2903,1617,260,1227,1025,1719,3857,1108,67522.85,188689.38,155.73,High,Low,High,Above 0%,Good,90.32,High Profit
2023,May,SBI,Jharkhand,Ranchi,26,Brown Label,SBIJR064023,Q2,5889,2329.13,8218.13,99980.64,19996.13,119976.77,21348,16436.26,5165,2736,1116,1339,1225,750,1397,1096,1065,2712,531,56916.26,176893.03,147.44,High,Medium,High,Above 0%,Poor,91.25,High Profit
2023,Oct,SBI,Jharkhand,Jamshedpur,26,Onsite,SBIJJ204680,Q4,1371,487.48,1858.48,23002.38,4600.48,27602.86,17244,3716.95,6585,1935,1445,2526,479,1262,1752,1032,1764,2018,1075,42833.95,70436.81,255.18,Low,Low,High,Below 0%,Poor,98.77,Loss
2024,Sep,SBI,Jharkhand,Hazaribagh,27,Offsite,SBIJH067436,Q3,2185,1267.69,3452.69,39113.47,7822.69,46936.17,18967,6905.39,6393,1255,1101,1674,466,1170,1466,1354,1693,3764,1422,47630.39,94566.55,201.48,Medium,Medium,High,Below 0%,Poor,91.31,Loss
